Almoxarifado;Custo Líquido Atualizado;Custo Bruto Atualizado;SKU;Nome;Operação
FATURAMENTO VD RJ;209.68;227.05;8.25.47.115.06;Bomba Tira Leite Elétrica de Vestir Branco Kababy;VITRINE
FATURAMENTO BBTOTAL ES;113.53;113.53;8.25.47.115.06;Bomba Tira Leite Elétrica de Vestir Branco Kababy;BB TOTAL
FATURAMENTO VD RJ;158.22;179.99;8.25.47.117.18;Lixeira Mágico Anti-Odor Rosa Kababy;VITRINE
FATURAMENTO BBTOTAL ES;6.48;6.48;8.25.47.120.18;Kit Manicure com Estojo Rosa - Kababy;BB TOTAL
FATURAMENTO VD ES;11.28;12.95;8.25.47.120.18;Kit Manicure com Estojo Rosa - Kababy;VITRINE
FATURAMENTO VD RJ;339.08;353.21;8.25.47.126.18;Massageador de Lactação Blush - Lumama;VITRINE
FATURAMENTO BBTOTAL ES;136.09;136.09;8.25.47.126.18;Massageador de Lactação Blush - Lumama;BB TOTAL
FATURAMENTO VD ES;238.86;272.18;8.25.47.126.18;Massageador de Lactação Blush - Lumama;VITRINE
FATURAMENTO VD RJ;157.71;179.99;8.25.47.127.07;Lixeira Mágico Anti-Odor Azul - Kababy;VITRINE
FATURAMENTO BBTOTAL ES;7.54;10.01;8.25.47.14.00;Babador de Silicone com Cata-Migalhas Dino - KaBaby;BB TOTAL
FATURAMENTO VD RJ;157.2;175.93;8.25.47.30.06;Lixo Magico Anti-Odor Branco;VITRINE
FATURAMENTO BBTOTAL ES;76.64;87.97;8.25.47.30.06;Lixo Magico Anti-Odor Branco;BB TOTAL
FATURAMENTO BBTOTAL ES;30.92;35.49;8.25.47.32.06;Luminária Musical Little Egg - KaBaby;BB TOTAL
FATURAMENTO VD RJ;64.84;70.98;8.25.47.32.06;Luminária Musical Little Egg - KaBaby;VITRINE
FATURAMENTO VD RJ;25.8;28.7;8.25.47.44.01;Kit 2 Cortinas Protetoras de Claridade e Guarda-sol;VITRINE
FATURAMENTO BBTOTAL ES;12.5;14.35;8.25.47.44.01;Kit 2 Cortinas Protetoras de Claridade e Guarda-sol;BB TOTAL
FATURAMENTO VD RJ;16.27;17.97;8.25.47.69.10;Kit Manicure Infantil Premium Cinza - KaBaby;VITRINE
FATURAMENTO BBTOTAL ES;7.83;8.99;8.25.47.69.10;Kit Manicure Infantil Premium Cinza - KaBaby;BB TOTAL
FATURAMENTO BBTOTAL ES;9.23;10.59;8.25.47.79.16;Termômetro para Banheira Girafa;BB TOTAL
FATURAMENTO VD RJ;20.59;21.18;8.25.47.79.16;Termômetro para Banheira Girafa;VITRINE
FATURAMENTO VD ES;25.43;26.48;8.25.53.04.00;Recipiente Para Leite Materno 150ml WellBeing Chicco 4 Peças;VITRINE
FATURAMENTO VD RJ;26.42;28.48;8.25.53.04.00;Recipiente Para Leite Materno 150ml WellBeing Chicco 4 Peças;VITRINE
FATURAMENTO BBTOTAL ES;14.24;14.24;8.25.53.04.00;Recipiente Para Leite Materno 150ml WellBeing Chicco 4 Peças;BB TOTAL
FATURAMENTO BBTOTAL ES;8.99;10.31;8.25.53.06.00;Chupeta Physio Soft Chicco 6-12M Transparente;BB TOTAL
FATURAMENTO VD RJ;18.05;20.62;8.25.53.06.00;Chupeta Physio Soft Chicco 6-12M Transparente;VITRINE
FATURAMENTO VD RJ;48.47;54.9;8.25.53.106.00;Kit de 3 packs de Lenços Umedecidos com Tampa Chicco de 72 unidades cada;VITRINE
FATURAMENTO BBTOTAL ES;8.21;9.43;8.25.53.108.07;Mordedor com Pega Fresh Relax Chicco Amarelo e Azul;BB TOTAL
FATURAMENTO VD RJ;16.51;18.86;8.25.53.108.07;Mordedor com Pega Fresh Relax Chicco Amarelo e Azul;VITRINE
FATURAMENTO VD RJ;4.07;4.83;8.25.53.110.11;Pack 2 Escovas Dentes 3-6 Anos Verde Chicco;VITRINE
FATURAMENTO VD RJ;4.07;4.83;8.25.53.110.11;Pack 2 Escovas de Dentes 3 a 6 Anos Verde - Chicco;VITRINE
FATURAMENTO VD RJ;18.24;20.7;8.25.53.113.00;Anel Mordedor Fresh Relax + Sabonete Líquido Relax 500ml + Necessaire - Chicco;VITRINE
FATURAMENTO VD ES;67.78;70.6;8.25.53.114.07;Escova e Pente Azul + Tesourinha Azul Chicco;VITRINE
FATURAMENTO VD RJ;58.73;64.68;8.25.53.114.07;Escova e Pente Azul + Tesourinha Azul Chicco;VITRINE
FATURAMENTO VD RJ;117.93;134.74;8.25.53.128.00;Almofada Boppy Charcoal Geo Circ Chicco;VITRINE
FATURAMENTO VD RJ;125.84;143.77;8.25.53.129.00;Almofada Boppy Grey Leaves Chicco;VITRINE
FATURAMENTO VD RJ;19.4;22.22;8.25.53.17.00;Chupeta Physio Forma Soft 16-36M Chicco Transparente;VITRINE
FATURAMENTO BBTOTAL ES;7.78;8.93;8.25.53.17.00;Chupeta Physio Forma Soft 16-36M Chicco Transparente;BB TOTAL
FATURAMENTO VD RJ;9.69;10.1;8.25.53.18.00;Chupeta Physio Forma Soft 0 a 6 meses (Tamanho 1) Rosa - Chicco;VITRINE
FATURAMENTO BBTOTAL ES;5.05;5.05;8.25.53.18.00;Chupeta Physio Forma Soft 0 a 6 meses (Tamanho 1) Rosa - Chicco;BB TOTAL
FATURAMENTO VD RJ;9.69;10.1;8.25.53.18.00;Chupeta Physio Forma Soft 0-6M Chicco Rosa Claro;VITRINE
FATURAMENTO BBTOTAL ES;5.05;5.05;8.25.53.18.00;Chupeta Physio Forma Soft 0-6M Chicco Rosa Claro;BB TOTAL
FATURAMENTO VD RJ;5.34;5.97;8.25.53.19.00;Chupeta Physio Forma Soft 6-16M Rosa Claro - Chicco;VITRINE
FATURAMENTO VD RJ;6.54;7.5;8.25.53.24.00;Prendedor De Chupeta Fashion Clip Chicco Rosa;VITRINE
FATURAMENTO VD RJ;6.54;7.5;8.25.53.24.00;Prendedor De Chupeta Fashion Clip Rosa - Chicco;VITRINE
FATURAMENTO BBTOTAL ES;3.75;3.75;8.25.53.24.00;Prendedor De Chupeta Fashion Clip Rosa - Chicco;BB TOTAL
FATURAMENTO VD RJ;7.03;8.02;8.25.53.25.00;Prendedor De Chupeta Fashion Clip Azul - Chicco;VITRINE
FATURAMENTO VD RJ;7.03;8.02;8.25.53.25.00;Prendedor De Chupeta Fashion Clip Chicco Azul;VITRINE
FATURAMENTO VD RJ;8.09;9.2;8.25.53.26.00;Prendedor De Chupeta Fashion Clip Branco - Chicco;VITRINE
FATURAMENTO BBTOTAL ES;15.9;15.9;8.25.53.26.00;Prendedor De Chupeta Fashion Clip Branco - Chicco;BB TOTAL
FATURAMENTO VD RJ;11.39;12.4;8.25.53.28.114;Chupeta de Silicone Physio Light Lumi 0 a 6 meses 2 Unidades Branco e Rosa - Chicco;VITRINE
FATURAMENTO BBTOTAL ES;15.07;17.29;8.25.53.28.114;Chupeta de Silicone Physio Light Lumi 0 a 6 meses 2 Unidades Branco e Rosa - Chicco;BB TOTAL
FATURAMENTO VD RJ;11.39;12.4;8.25.53.28.114;Chupeta de Silicone Physio Light Lumi 0 a 6 meses 2 Unidades Chicco Branco e Rosa;VITRINE
FATURAMENTO VD RJ;10.15;11.52;8.25.53.29.114;Chupeta Physio Light 2 a 6 m Branco e Azul 2 Unidades - Chicco;VITRINE
FATURAMENTO VD RJ;10.15;11.52;8.25.53.29.114;Chupeta Physio Light 2 a 6 m Chicco 2 Unidades Branco e Azul;VITRINE
FATURAMENTO VD RJ;24.95;26.5;8.25.53.31.95;Chupeta de Silicone Physio Light Lumi 6 a 16 meses 2 Unidades Branco e Rosa - Chicco;VITRINE
FATURAMENTO BBTOTAL ES;5.97;5.97;8.25.53.31.95;Chupeta de Silicone Physio Light Lumi 6 a 16 meses 2 Unidades Branco e Rosa - Chicco;BB TOTAL
FATURAMENTO VD RJ;24.95;26.5;8.25.53.31.95;Chupeta de Silicone Physio Light Lumi 6 a 16 meses 2 Unidades Chicco Branco e Rosa;VITRINE
FATURAMENTO VD RJ;9.13;10.42;8.25.53.33.95;Chupeta de Silicone Physio Light 16 a 36 meses 2 Unidades Branco e Rosa - Chicco;VITRINE
FATURAMENTO VD RJ;9.13;10.42;8.25.53.33.95;Chupeta de Silicone Physio Light Lumi 16 a 36 meses 2 Unidades Chicco Branco e Rosa;VITRINE
FATURAMENTO VD RJ;10.16;11.6;8.25.53.34.114;Chupeta de Silicone Physio Light 16 a 36 meses 2 Unidades Branco e Azul - Chicco;VITRINE
FATURAMENTO BBTOTAL ES;17.39;19.97;8.25.53.34.114;Chupeta de Silicone Physio Light 16 a 36 meses 2 Unidades Branco e Azul - Chicco;BB TOTAL
FATURAMENTO VD RJ;24.8;26.67;8.25.53.35.00;Tesourinha Infantil com Protetor Rosa - Chicco;VITRINE
FATURAMENTO BBTOTAL ES;11.63;13.34;8.25.53.35.00;Tesourinha Infantil com Protetor Rosa - Chicco;BB TOTAL
FATURAMENTO VD RJ;7.13;7.66;8.25.53.36.00;Tesourinha Infantil com Protetor Azul - Chicco;VITRINE
FATURAMENTO BBTOTAL ES;3.83;3.83;8.25.53.36.00;Tesourinha Infantil com Protetor Azul - Chicco;BB TOTAL
FATURAMENTO VD RJ;16.77;17.96;8.25.53.37.00;Escova e Pente de Cerdas Naturais Chicco Rosa;VITRINE
FATURAMENTO VD RJ;16.77;17.96;8.25.53.37.00;Escova e Pente de Cerdas Naturais Rosa - Chicco;VITRINE
FATURAMENTO BBTOTAL ES;8.99;8.99;8.25.53.37.00;Escova e Pente de Cerdas Naturais Rosa - Chicco;BB TOTAL
FATURAMENTO VD RJ;53.8;57.79;8.25.53.38.00;Escova e Pente de Cerdas Naturais Azul - Chicco;VITRINE
FATURAMENTO VD ES;51.2;53.33;8.25.53.38.00;Escova e Pente de Cerdas Naturais Azul - Chicco;VITRINE
FATURAMENTO BBTOTAL ES;25.38;29.14;8.25.53.38.00;Escova e Pente de Cerdas Naturais Azul - Chicco;BB TOTAL
FATURAMENTO VD RJ;53.8;57.79;8.25.53.38.00;Escova e Pente de Cerdas Naturais Chicco Azul;VITRINE
FATURAMENTO VD ES;51.2;53.33;8.25.53.38.00;Escova e Pente de Cerdas Naturais Chicco Azul;VITRINE
FATURAMENTO BBTOTAL ES;25.38;29.14;8.25.53.38.00;Escova e Pente de Cerdas Naturais Chicco Azul;BB TOTAL
FATURAMENTO VD RJ;7.24;8.2;8.25.53.40.00;Refil Para Aspirador Nasal Physioclean Chicco;VITRINE
FATURAMENTO BBTOTAL ES;4.1;4.1;8.25.53.40.00;Refil Para Aspirador Nasal Physioclean Chicco;BB TOTAL
FATURAMENTO VD RJ;9.34;9.72;8.25.53.41.00;Aspirador Nasal Physioclean Chicco Verde;VITRINE
FATURAMENTO VD RJ;9.34;9.72;8.25.53.41.00;Aspirador Nasal Physioclean Verde - Chicco;VITRINE
FATURAMENTO BBTOTAL ES;4.86;4.86;8.25.53.41.00;Aspirador Nasal Physioclean Verde - Chicco;BB TOTAL
FATURAMENTO VD RJ;8.07;8.95;8.25.53.42.00;Hastes Flexíveis De Segurança 60 Unidades Chicco;VITRINE
FATURAMENTO VD ES;8.95;9.32;8.25.53.42.00;Hastes Flexíveis De Segurança 60 Unidades Chicco;VITRINE
FATURAMENTO VD RJ;50.71;54.08;8.25.53.45.00;Conjunto de Higiene Meu Primeiro Beauty Set Chicco Rosa;VITRINE
FATURAMENTO BBTOTAL ES;27.04;27.04;8.25.53.45.00;Conjunto de Higiene Meu Primeiro Beauty Set Chicco Rosa;BB TOTAL
FATURAMENTO VD RJ;50.71;54.08;8.25.53.45.00;Conjunto de Higiene Meu Primeiro Beauty Set Rosa - Chicco;VITRINE
FATURAMENTO BBTOTAL ES;27.04;27.04;8.25.53.45.00;Conjunto de Higiene Meu Primeiro Beauty Set Rosa - Chicco;BB TOTAL
FATURAMENTO VD RJ;54.62;59.61;8.25.53.46.00;Conjunto de Higiene Meu Primeiro Beauty Set Chicco Azul;VITRINE
FATURAMENTO BBTOTAL ES;89.74;103.0;8.25.53.46.00;Conjunto de Higiene Meu Primeiro Beauty Set Chicco Azul;BB TOTAL
FATURAMENTO BBTOTAL ES;8.02;9.21;8.25.53.50.00;Escova De Dentes Chicco 6M+ Rosa;BB TOTAL
FATURAMENTO VD RJ;15.6;18.42;8.25.53.50.00;Escova De Dentes Chicco 6M+ Rosa;VITRINE
FATURAMENTO VD RJ;13.9;16.29;8.25.53.51.00;Escova De Dentes Chicco 6M+ Azul;VITRINE
FATURAMENTO VD RJ;23.87;28.29;8.25.53.52.00;Conjunto de Escova Para Aprendizagem Oral Care Chicco Verde;VITRINE
FATURAMENTO VD RJ;3.85;4.52;8.25.53.53.00;Escova De Dentes 3A+ Rosa - Chicco;VITRINE
FATURAMENTO VD RJ;3.85;4.52;8.25.53.53.00;Escova De Dentes Chicco 3A+ Rosa;VITRINE
FATURAMENTO VD RJ;5.14;5.95;8.25.53.54.00;Escova De Dentes 3A+ Roxa - Chicco;VITRINE
FATURAMENTO VD RJ;5.14;5.95;8.25.53.54.00;Escova De Dentes Chicco 3A+ Roxa;VITRINE
FATURAMENTO VD RJ;4.39;5.19;8.25.53.57.07;Escova De Dentes 3A+ Azul - Chicco;VITRINE
FATURAMENTO VD RJ;4.39;5.19;8.25.53.57.07;Escova De Dentes Chicco 3A+ Azul;VITRINE
FATURAMENTO VD RJ;47.17;54.19;8.25.53.63.00;Repelente Eletrônico Ultrassônico Chicco Branco;VITRINE
FATURAMENTO VD RJ;6.68;6.99;8.25.53.64.00;Fecho Multiuso Super Protetor Chicco;VITRINE
FATURAMENTO BBTOTAL ES;11.61;12.09;8.25.53.64.00;Fecho Multiuso Super Protetor Chicco;BB TOTAL
FATURAMENTO VD RJ;5.19;5.39;8.25.53.66.00;Protetor de Tomadas com 10 Unidades - Chicco;VITRINE
FATURAMENTO BBTOTAL ES;8.94;9.32;8.25.53.66.00;Protetor de Tomadas com 10 Unidades - Chicco;BB TOTAL
FATURAMENTO VD RJ;59.79;68.19;8.25.53.76.00;Espelho Para Banco Traseiro Chicco Preto;VITRINE
FATURAMENTO BBTOTAL ES;83.61;83.61;8.25.53.76.00;Espelho Para Banco Traseiro Chicco Preto;BB TOTAL
FATURAMENTO VD RJ;9.41;10.78;8.25.53.77.00;Chocalho Mordedor Salada de Frutas Chicco;VITRINE
FATURAMENTO BBTOTAL ES;5.39;5.39;8.25.53.77.00;Chocalho Mordedor Salada de Frutas Chicco;BB TOTAL
FATURAMENTO VD RJ;2.43;2.89;8.25.53.88.00;Escova De Dentes De Bambu Bamboo Toothbrush 3A+ Chicco;VITRINE
FATURAMENTO BBTOTAL ES;4.36;5.0;8.25.53.88.00;Escova De Dentes De Bambu Bamboo Toothbrush 3A+ Chicco;BB TOTAL
FATURAMENTO VD RJ;9.89;10.28;8.25.53.91.06;Refil Para Escova De Dente Elétrica Chicco 2 Unidades Branca;VITRINE
FATURAMENTO BBTOTAL ES;5.14;5.14;8.25.53.91.06;Refil Para Escova De Dente Elétrica Chicco 2 Unidades Branca;BB TOTAL
FATURAMENTO VD RJ;5.23;5.61;8.25.53.94.00;Lenço Umedecido Com Tampa Baby Moments Chicco;VITRINE
FATURAMENTO BBTOTAL ES;8.45;9.7;8.25.53.94.00;Lenço Umedecido Com Tampa Baby Moments Chicco;BB TOTAL
FATURAMENTO VD ES;6.44;7.36;8.25.57.02.00;Babador Com Bolso Pega Migalhas Gatinho Buba Azul e Rosa;VITRINE
FATURAMENTO BBTOTAL ES;2.73;3.14;8.25.57.02.00;Babador Com Bolso Pega Migalhas Gatinho Buba Azul e Rosa;BB TOTAL
FATURAMENTO VD RJ;6.03;6.28;8.25.57.02.00;Babador Com Bolso Pega Migalhas Gatinho Buba Azul e Rosa;VITRINE
FATURAMENTO VD RJ;9.92;11.39;8.25.57.04.00;Protetor Solar Para Carro Com Ventosas 2 Unidades Preto - Buba;VITRINE
FATURAMENTO BBTOTAL ES;5.16;5.16;8.25.57.04.00;Protetor Solar Para Carro Com Ventosas 2 Unidades Preto - Buba;BB TOTAL
FATURAMENTO VD RJ;35.7;40.44;8.25.57.10.00;Espelho Retrovisor Para Banco Traseiro Buba;VITRINE
FATURAMENTO VD RJ;35.7;40.44;8.25.57.10.00;Espelho Retrovisor Para Banco Traseiro Preto - Buba;VITRINE
FATURAMENTO VD ES;35.7;40.44;8.25.57.10.00;Espelho Retrovisor Para Banco Traseiro Preto - Buba;VITRINE
FATURAMENTO VD RJ;21.9;24.92;8.25.57.100.00;Buzininha Com Mordedor Buba Zoo Elefante - Buba;VITRINE
FATURAMENTO VD RJ;21.9;24.92;8.25.57.102.00;Buzininha Com Mordedor Buba Zoo Panda - Buba;VITRINE
FATURAMENTO VD RJ;11.21;12.49;8.25.57.104.00;Bandana Com Mordedor Happy Friends - Buba;VITRINE
FATURAMENTO VD RJ;21.42;23.83;8.25.57.105.00;Capa Protetora Solar Para Janela Traseira - Buba;VITRINE
FATURAMENTO BBTOTAL ES;10.38;11.92;8.25.57.105.00;Capa Protetora Solar Para Janela Traseira - Buba;BB TOTAL
FATURAMENTO VD ES;38.23;43.53;8.25.57.107.07;Kit Cuidados com o Bebê Com Estojo 9 Itens Azul - Buba;VITRINE
FATURAMENTO VD ES;40.96;46.59;8.25.57.108.18;Kit Cuidados com o Bebê Com Estojo 9 Itens Rosa - Buba;VITRINE
FATURAMENTO BBTOTAL ES;21.77;21.77;8.25.57.108.18;Kit Cuidados com o Bebê Com Estojo 9 Itens Rosa - Buba;BB TOTAL
FATURAMENTO VD ES;40.31;45.87;8.25.57.109.11;Kit Cuidados Com Estojo Verde - Buba;VITRINE
FATURAMENTO VD ES;40.31;45.87;8.25.57.109.11;Kit Cuidados com o Bebê Com Estojo 9 Itens Verde - Buba;VITRINE
FATURAMENTO BBTOTAL ES;18.5;18.5;8.25.57.109.11;Kit Cuidados com o Bebê Com Estojo 9 Itens Verde - Buba;BB TOTAL
FATURAMENTO VD RJ;35.52;37.0;8.25.57.109.11;Kit Cuidados com o Bebê Com Estojo 9 Itens Verde - Buba;VITRINE
FATURAMENTO VD RJ;16.69;18.99;8.25.57.114.07;Mordedor Mãozinha Com Prendedor De Chupeta Azul - Buba;VITRINE
FATURAMENTO BBTOTAL ES;8.28;9.5;8.25.57.114.07;Mordedor Mãozinha Com Prendedor De Chupeta Azul - Buba;BB TOTAL
FATURAMENTO VD RJ;15.57;17.24;8.25.57.115.18;Mordedor Mãozinha Com Prendedor De Chupeta Rosa - Buba;VITRINE
FATURAMENTO BBTOTAL ES;8.62;8.62;8.25.57.115.18;Mordedor Mãozinha Com Prendedor De Chupeta Rosa - Buba;BB TOTAL
FATURAMENTO BBTOTAL ES;11.87;13.62;8.25.57.116.00;Naninha Coelhinho - Buba;BB TOTAL
FATURAMENTO VD RJ;24.45;27.24;8.25.57.116.00;Naninha Coelhinho - Buba;VITRINE
FATURAMENTO VD RJ;28.31;32.2;8.25.57.117.00;Naninha Girafinha - Buba;VITRINE
FATURAMENTO BBTOTAL ES;15.05;15.05;8.25.57.117.00;Naninha Girafinha - Buba;BB TOTAL
FATURAMENTO VD RJ;28.31;32.2;8.25.57.118.00;Naninha  Leãozinho - Buba;VITRINE
FATURAMENTO VD RJ;28.31;32.2;8.25.57.118.00;Naninha Leãozinho - Buba;VITRINE
FATURAMENTO BBTOTAL ES;12.26;14.07;8.25.57.118.00;Naninha Leãozinho - Buba;BB TOTAL
FATURAMENTO VD RJ;26.22;30.1;8.25.57.119.00;Naninha Zebrinha - Buba;VITRINE
FATURAMENTO BBTOTAL ES;2.65;3.04;8.25.57.12.00;Prendedor De Chupeta Elefantinho Colorido - Buba;BB TOTAL
FATURAMENTO VD RJ;5.5;6.07;8.25.57.12.00;Prendedor De Chupeta Elefantinho Colorido - Buba;VITRINE
FATURAMENTO BBTOTAL ES;3.38;3.88;8.25.57.120.00;Meia Sapatilha Antiderrapante Tam. P Coelho - Buba;BB TOTAL
FATURAMENTO VD RJ;7.44;7.75;8.25.57.120.00;Meia Sapatilha Antiderrapante Tam. P Coelho - Buba;VITRINE
FATURAMENTO VD RJ;39.13;43.91;8.25.57.122.00;Bolsa Térmica de Sílica Carneirinho - Buba;VITRINE
FATURAMENTO BBTOTAL ES;17.75;20.37;8.25.57.122.00;Bolsa Térmica de Sílica Carneirinho - Buba;BB TOTAL
FATURAMENTO VD RJ;4.92;5.13;8.25.57.123.00;Porta-Chupeta Com Alca - Buba;VITRINE
FATURAMENTO BBTOTAL ES;2.57;2.57;8.25.57.123.00;Porta-Chupeta Com Alca - Buba;BB TOTAL
FATURAMENTO VD RJ;4.92;5.13;8.25.57.123.00;Porta-Chupeta com Alça Transparente – Buba;VITRINE
FATURAMENTO BBTOTAL ES;2.57;2.57;8.25.57.123.00;Porta-Chupeta com Alça Transparente – Buba;BB TOTAL
FATURAMENTO VD RJ;19.1;21.92;8.25.57.124.00;Protetor Solar Retrátil Para Carro com Ventosa - Buba;VITRINE
FATURAMENTO VD ES;19.1;21.92;8.25.57.124.00;Protetor Solar Retrátil Para Carro com Ventosa - Buba;VITRINE
FATURAMENTO BBTOTAL ES;8.1;9.3;8.25.57.124.00;Protetor Solar Retrátil Para Carro com Ventosa - Buba;BB TOTAL
FATURAMENTO BBTOTAL ES;7.76;7.76;8.25.57.128.00;Organizador De Banho Com Ventosa - Buba;BB TOTAL
FATURAMENTO VD ES;12.88;14.78;8.25.57.128.00;Organizador De Banho Com Ventosa - Buba;VITRINE
FATURAMENTO VD RJ;12.05;13.19;8.25.57.128.00;Organizador De Banho Com Ventosa - Buba;VITRINE
FATURAMENTO VD RJ;25.6;29.2;8.25.57.132.07;Rede para Banheira Infantil Azul - Buba;VITRINE
FATURAMENTO BBTOTAL ES;14.6;14.6;8.25.57.132.07;Rede para Banheira Infantil Azul - Buba;BB TOTAL
FATURAMENTO VD RJ;24.26;25.27;8.25.57.133.18;Rede para Banheira Infantil Rosa - Buba;VITRINE
FATURAMENTO VD ES;24.09;27.66;8.25.57.134.00;Redutor De Assento Dobrável e Portátil - Buba;VITRINE
FATURAMENTO BBTOTAL ES;14.52;14.52;8.25.57.134.00;Redutor De Assento Dobrável e Portátil - Buba;BB TOTAL
FATURAMENTO VD RJ;20.85;21.72;8.25.57.134.00;Redutor De Assento Dobrável e Portátil - Buba;VITRINE
FATURAMENTO VD RJ;25.44;29.2;8.25.57.135.06;Travesseiro Anatômico Viscoelástico Baby Branco - Buba;VITRINE
FATURAMENTO VD ES;25.38;29.2;8.25.57.135.06;Travesseiro Anatômico Viscoelástico Baby Branco - Buba;VITRINE
FATURAMENTO BBTOTAL ES;12.36;16.4;8.25.57.135.06;Travesseiro Anatômico Viscoelástico Baby Branco - Buba;BB TOTAL
FATURAMENTO VD RJ;30.68;35.08;8.25.57.136.06;Travesseiro Viscoelástico Branco - Buba;VITRINE
FATURAMENTO BBTOTAL ES;13.73;15.76;8.25.57.136.06;Travesseiro Viscoelástico Branco - Buba;BB TOTAL
FATURAMENTO VD RJ;12.28;14.1;8.25.57.137.69;Bandana Com Mordedor Arco-Íris e Abelha - Buba;VITRINE
FATURAMENTO BBTOTAL ES;6.52;6.52;8.25.57.137.69;Bandana Com Mordedor Arco-Íris e Abelha - Buba;BB TOTAL
FATURAMENTO VD RJ;12.28;14.1;8.25.57.137.69;Bwhere Ana Com Mordedor Arco-Iris e Abelha - Buba;VITRINE
FATURAMENTO VD RJ;12.28;14.1;8.25.57.138.69;Bandana Com Mordedor Dino - Buba;VITRINE
FATURAMENTO BBTOTAL ES;6.53;6.53;8.25.57.138.69;Bandana Com Mordedor Dino - Buba;BB TOTAL
FATURAMENTO BBTOTAL ES;12.82;12.82;8.25.57.144.06;Kit Cuidados Branco - Buba;BB TOTAL
FATURAMENTO VD ES;21.28;24.22;8.25.57.144.06;Kit Cuidados Branco - Buba;VITRINE
FATURAMENTO VD RJ;20.0;20.83;8.25.57.144.06;Kit Cuidados Branco - Buba;VITRINE
FATURAMENTO VD RJ;10.05;11.21;8.25.57.147.16;Massageador De Gengiva Milho - Buba;VITRINE
FATURAMENTO BBTOTAL ES;5.61;5.61;8.25.57.147.16;Massageador De Gengiva Milho - Buba;BB TOTAL
FATURAMENTO VD RJ;5.5;6.07;8.25.57.150.69;Prendedor De Chupeta Animal Fun Girafa - Buba;VITRINE
FATURAMENTO BBTOTAL ES;3.04;3.04;8.25.57.150.69;Prendedor De Chupeta Animal Fun Girafa - Buba;BB TOTAL
FATURAMENTO VD ES;14.75;17.01;8.25.57.155.06;Protetor Absorvente Lavável Para Seios - Buba;VITRINE
FATURAMENTO BBTOTAL ES;8.89;8.89;8.25.57.155.06;Protetor Absorvente Lavável Para Seios - Buba;BB TOTAL
FATURAMENTO VD RJ;14.75;15.36;8.25.57.155.06;Protetor Absorvente Lavável Para Seios - Buba;VITRINE
FATURAMENTO VD RJ;11.79;12.24;8.25.57.158.01;Trava Para Cinto De Seguranca - Buba;VITRINE
FATURAMENTO VD ES;9.5;10.9;8.25.57.16.00;Escova e Pente Cerdas Macias Sortido Buba;VITRINE
FATURAMENTO VD RJ;7.38;8.39;8.25.57.161.00;Lavador Nasal Infantl e Adulto 250 ml Incolor - Buba;VITRINE
FATURAMENTO VD ES;7.38;8.39;8.25.57.161.00;Lavador Nasal Infantl e Adulto 250 ml Incolor - Buba;VITRINE
FATURAMENTO BBTOTAL ES;3.32;3.8;8.25.57.161.00;Lavador Nasal Infantl e Adulto 250 ml Incolor - Buba;BB TOTAL
FATURAMENTO VD RJ;18.85;21.45;8.25.57.162.06;Bolsa Térmica Com Capa Protetora Unicórnio - Buba;VITRINE
FATURAMENTO BBTOTAL ES;9.8;9.8;8.25.57.162.06;Bolsa Térmica Com Capa Protetora Unicórnio - Buba;BB TOTAL
FATURAMENTO VD RJ;52.64;60.42;8.25.57.163.18;Almofada Infantil Para Banho Rosa - Buba;VITRINE
FATURAMENTO VD RJ;54.08;61.66;8.25.57.164.07;Almofada Infantil Para Banho Azul - Buba;VITRINE
FATURAMENTO BBTOTAL ES;24.9;28.58;8.25.57.164.07;Almofada Infantil Para Banho Azul - Buba;BB TOTAL
FATURAMENTO VD RJ;18.86;21.45;8.25.57.165.06;Bolsa Térmica Com Capa Protetora Coala - Buba;VITRINE
FATURAMENTO VD ES;7.19;8.16;8.25.57.17.00;Luz Noturna Led Buba Branco;VITRINE
FATURAMENTO BBTOTAL ES;3.65;3.65;8.25.57.17.00;Luz Noturna Led Buba Branco;BB TOTAL
FATURAMENTO VD RJ;7.01;7.3;8.25.57.17.00;Luz Noturna Led Buba Branco;VITRINE
FATURAMENTO VD RJ;116.38;132.39;8.25.57.179.06;Lixeira Antiodor 9 litros Branca - Buba;VITRINE
FATURAMENTO BBTOTAL ES;50.1;57.51;8.25.57.179.06;Lixeira Antiodor 9 litros Branca - Buba;BB TOTAL
FATURAMENTO VD RJ;5.22;5.44;8.25.57.18.00;Massageador de Gengiva Com Estojo - Buba;VITRINE
FATURAMENTO VD RJ;5.22;5.44;8.25.57.18.00;Massageador de Gengiva Com Estojo da Buba;VITRINE
FATURAMENTO VD RJ;7.82;8.9;8.25.57.180.07;Kit Lavador Nasal Azul - Buba;VITRINE
FATURAMENTO VD ES;12.81;14.57;8.25.57.180.07;Kit Lavador Nasal Azul - Buba;VITRINE
FATURAMENTO VD RJ;7.15;8.14;8.25.57.181.18;Lavador Nasal Seringa Dino Rosa - Buba;VITRINE
FATURAMENTO BBTOTAL ES;3.8;3.8;8.25.57.181.18;Lavador Nasal Seringa Dino Rosa - Buba;BB TOTAL
FATURAMENTO VD RJ;6.63;7.54;8.25.57.182.11;Lavador Nasal Seringa Dino Verde - Buba;VITRINE
FATURAMENTO VD RJ;56.95;64.78;8.25.57.183.06;Bolsa Térmica de Sílica Ursinho Branco - Buba;VITRINE
